Customer_ID,Age,Gender,Location,Channel,Marketing_Exposure,Flavor,Pack_Size,Price_Per_Unit,Order_Date,Units_Purchased,Total_Bill_Value,Discount_Used,Customer_Rating,Repeat_Purchase,Time_to_Reorder,Month,Promotion_Campaign,Avg_Order_Value,Customer_Segment
C0389,42,Female,Bangalore,Online,Email,Mojito,4-Pack,350,14-02-2025,4,1400,No,4,No,0,Feb,No,350,Gen X
C0390,34,Male,Bangalore,Online,Email,Cosmopolitan,Single,250,05-02-2025,1,250,Yes,4,Yes,0,Feb,No,250,Millennial
C0391,44,Male,Mumbai,Retail,None,Margarita,4-Pack,350,22-02-2025,4,1400,No,3,No,0,Feb,Yes,350,Gen X
C0392,31,Male,Hyderabad,Online,Social Media,Rum Punch,4-Pack,350,06-01-2025,4,1400,No,5,No,0,Jan,No,350,Millennial
C0393,27,Female,Bangalore,Online,None,Cosmopolitan,4-Pack,350,07-01-2025,4,1400,No,5,Yes,0,Jan,Yes,350,Millennial
C0394,37,Male,Ahmedabad,Retail,None,Gin Fizz,4-Pack,350,26-05-2025,4,1400,Yes,4,Yes,0,May,No,350,Gen X
C0395,30,Male,Ahmedabad,Retail,Social Media,Cosmopolitan,Single,250,18-06-2025,1,250,Yes,4,Yes,0,Jun,Yes,250,Millennial
C0396,30,Male,Pune,Online,Social Media,Long Island,4-Pack,350,07-01-2025,8,2800,Yes,3,Yes,0,Jan,Yes,350,Millennial
C0397,28,Female,Kolkata,Online,Social Media,Mojito,12-Pack,400,27-06-2025,12,4800,No,4,No,0,Jun,Yes,400,Millennial
C0398,24,Male,Hyderabad,Online,Social Media,Gin Fizz,12-Pack,400,02-06-2025,12,4800,Yes,4,Yes,0,Jun,Yes,400,Gen Z
C0399,26,Female,Mumbai,Retail,Social Media,Long Island,Single,250,06-03-2025,1,250,Yes,3,No,0,Mar,No,250,Millennial
C0400,30,Male,Hyderabad,Retail,Social Media,Gin Fizz,4-Pack,350,25-06-2025,4,1400,No,4,No,0,Jun,No,350,Millennial
C0401,35,Male,Ahmedabad,Online,Social Media,Gin Fizz,Single,250,26-06-2025,1,250,No,5,No,0,Jun,Yes,250,Millennial
C0402,41,Female,Ahmedabad,Online,Email,Cosmopolitan,4-Pack,350,23-02-2025,4,1400,No,4,No,0,Feb,No,350,Gen X
C0403,43,Female,Bangalore,Retail,Social Media,Mojito,4-Pack,350,07-04-2025,8,2800,No,5,Yes,19,Apr,No,350,Gen X
C0404,34,Female,Delhi,Retail,Social Media,Rum Punch,4-Pack,350,08-03-2025,4,1400,No,3,No,0,Mar,Yes,350,Millennial
C0405,23,Male,Pune,Online,Social Media,Whisky Sour,12-Pack,400,13-05-2025,12,4800,No,5,Yes,0,May,Yes,400,Gen Z
C0406,30,Female,Chennai,Online,Social Media,Rum Punch,4-Pack,350,05-06-2025,4,1400,No,3,No,0,Jun,Yes,350,Millennial
C0407,41,Male,Ahmedabad,Retail,Social Media,Mojito,Single,250,09-06-2025,1,250,Yes,5,No,0,Jun,No,250,Gen X
C0408,33,Male,Bangalore,Online,Social Media,Mojito,4-Pack,350,21-05-2025,4,1400,Yes,4,No,0,May,No,350,Millennial
C0409,28,Female,Pune,Online,Social Media,Rum Punch,12-Pack,400,01-06-2025,12,4800,No,5,Yes,0,Jun,No,400,Millennial
C0410,37,Female,Mumbai,Retail,None,Long Island,Single,250,18-01-2025,1,250,No,4,No,0,Jan,No,250,Gen X
C0411,36,Male,Hyderabad,Online,Email,Cosmopolitan,4-Pack,350,11-02-2025,8,2800,No,4,Yes,0,Feb,No,350,Gen X
C0412,40,Female,Ahmedabad,Retail,None,Cosmopolitan,4-Pack,350,24-05-2025,4,1400,Yes,4,Yes,0,May,No,350,Gen X
C0413,28,Male,Pune,Online,Social Media,Long Island,Single,250,30-12-2024,1,250,No,4,No,0,Dec,Yes,250,Millennial
C0414,37,Female,Delhi,Online,Email,Mojito,12-Pack,400,24-02-2025,12,4800,No,4,Yes,0,Feb,No,400,Gen X
C0415,28,Male,Mumbai,Retail,Social Media,Long Island,Single,250,04-04-2025,1,250,Yes,5,No,0,Apr,No,250,Millennial
C0416,37,Female,Kolkata,Retail,Social Media,Cosmopolitan,Single,250,12-03-2025,1,250,No,4,Yes,0,Mar,No,250,Gen X
C0417,24,Male,Kolkata,Retail,Social Media,Rum Punch,4-Pack,350,14-02-2025,4,1400,No,5,Yes,0,Feb,Yes,350,Gen Z
C0418,21,Male,Bangalore,Online,None,Whisky Sour,4-Pack,350,06-06-2025,8,2800,No,4,Yes,15,Jun,Yes,350,Gen Z
C0419,32,Female,Bangalore,Online,Social Media,Margarita,4-Pack,350,05-03-2025,8,2800,Yes,3,Yes,0,Mar,No,350,Millennial
C0420,28,Male,Hyderabad,Online,None,Margarita,12-Pack,400,19-01-2025,12,4800,Yes,3,Yes,0,Jan,No,400,Millennial
C0421,22,Female,Hyderabad,Retail,Social Media,Long Island,4-Pack,350,18-04-2025,4,1400,Yes,3,No,0,Apr,No,350,Gen Z
C0422,23,Female,Chennai,Online,Social Media,Rum Punch,12-Pack,400,15-03-2025,12,4800,No,4,Yes,0,Mar,Yes,400,Gen Z
C0423,40,Female,Kolkata,Retail,Email,Mojito,4-Pack,350,09-02-2025,4,1400,No,3,Yes,0,Feb,No,350,Gen X
C0424,41,Male,Ahmedabad,Retail,Email,Rum Punch,4-Pack,350,15-01-2025,8,2800,No,4,Yes,29,Jan,No,350,Gen X
C0425,25,Female,Bangalore,Online,Social Media,Gin Fizz,Single,250,12-05-2025,1,250,Yes,4,Yes,0,May,No,250,Gen Z
C0426,39,Male,Kolkata,Retail,Email,Margarita,Single,250,04-04-2025,1,250,Yes,4,Yes,0,Apr,No,250,Gen X
C0427,29,Male,Delhi,Online,Email,Margarita,Single,250,01-04-2025,1,250,Yes,3,Yes,7,Apr,Yes,250,Millennial
C0428,25,Female,Delhi,Retail,Social Media,Long Island,4-Pack,350,03-03-2025,4,1400,No,5,Yes,0,Mar,Yes,350,Gen Z
C0429,35,Male,Mumbai,Online,Email,Rum Punch,Single,250,03-03-2025,1,250,No,4,No,0,Mar,No,250,Millennial
C0430,34,Female,Ahmedabad,Online,None,Cosmopolitan,12-Pack,400,27-06-2025,12,4800,No,4,No,0,Jun,Yes,400,Millennial
C0431,42,Female,Pune,Online,Social Media,Margarita,4-Pack,350,07-03-2025,8,2800,Yes,4,No,0,Mar,No,350,Gen X
C0432,24,Female,Mumbai,Online,Email,Gin Fizz,Single,250,20-06-2025,1,250,No,3,No,0,Jun,No,250,Gen Z
C0433,32,Female,Mumbai,Retail,Email,Whisky Sour,Single,250,12-06-2025,1,250,No,5,Yes,30,Jun,No,250,Millennial
C0434,27,Male,Hyderabad,Online,Social Media,Gin Fizz,Single,250,13-01-2025,1,250,No,4,No,0,Jan,Yes,250,Millennial
C0435,35,Male,Bangalore,Online,Email,Margarita,Single,250,16-02-2025,1,250,No,3,Yes,0,Feb,No,250,Millennial
C0436,42,Male,Mumbai,Online,None,Gin Fizz,Single,250,10-06-2025,1,250,Yes,5,Yes,18,Jun,Yes,250,Gen X
C0437,36,Female,Ahmedabad,Online,Email,Mojito,4-Pack,350,19-05-2025,4,1400,No,5,No,0,May,Yes,350,Gen X
C0438,25,Female,Bangalore,Online,None,Mojito,Single,250,21-06-2025,1,250,Yes,5,Yes,0,Jun,Yes,250,Gen Z
C0439,29,Female,Mumbai,Online,Email,Cosmopolitan,Single,250,18-04-2025,1,250,Yes,4,Yes,0,Apr,No,250,Millennial
C0440,24,Male,Chennai,Online,Social Media,Long Island,12-Pack,400,18-02-2025,12,4800,No,3,No,0,Feb,No,400,Gen Z
C0441,33,Female,Hyderabad,Retail,Social Media,Margarita,4-Pack,350,17-04-2025,4,1400,No,3,No,0,Apr,Yes,350,Millennial
C0442,39,Male,Chennai,Retail,Social Media,Cosmopolitan,4-Pack,350,20-02-2025,8,2800,No,3,No,0,Feb,No,350,Gen X
C0443,30,Female,Kolkata,Retail,Social Media,Rum Punch,Single,250,08-04-2025,1,250,Yes,3,No,0,Apr,No,250,Millennial
C0444,22,Female,Kolkata,Online,Social Media,Mojito,12-Pack,400,13-06-2025,24,9600,Yes,4,Yes,0,Jun,Yes,400,Gen Z
C0445,38,Female,Hyderabad,Online,Social Media,Rum Punch,4-Pack,350,06-03-2025,4,1400,Yes,4,Yes,18,Mar,Yes,350,Gen X
C0446,36,Male,Kolkata,Retail,Social Media,Long Island,4-Pack,350,22-05-2025,4,1400,Yes,4,Yes,14,May,Yes,350,Gen X
C0447,43,Male,Pune,Online,Social Media,Long Island,4-Pack,350,28-02-2025,4,1400,No,4,Yes,0,Feb,No,350,Gen X
C0448,36,Female,Mumbai,Online,Social Media,Rum Punch,4-Pack,350,08-06-2025,4,1400,Yes,4,No,0,Jun,No,350,Gen X
C0449,25,Male,Bangalore,Retail,Social Media,Long Island,4-Pack,350,27-06-2025,4,1400,Yes,4,Yes,0,Jun,No,350,Gen Z
C0450,26,Female,Delhi,Online,Social Media,Margarita,Single,250,02-01-2025,1,250,Yes,5,Yes,25,Jan,No,250,Millennial
C0451,31,Female,Chennai,Retail,Social Media,Mojito,12-Pack,400,26-01-2025,24,9600,Yes,4,Yes,0,Jan,No,400,Millennial
C0452,40,Male,Chennai,Retail,None,Cosmopolitan,Single,250,06-06-2025,1,250,Yes,5,Yes,10,Jun,No,250,Gen X
C0453,33,Male,Hyderabad,Retail,Social Media,Margarita,12-Pack,400,11-02-2025,24,9600,No,4,Yes,25,Feb,No,400,Millennial
C0454,22,Male,Hyderabad,Online,Social Media,Margarita,4-Pack,350,22-05-2025,4,1400,No,4,Yes,0,May,No,350,Gen Z
C0455,43,Male,Delhi,Online,Email,Long Island,4-Pack,350,06-05-2025,4,1400,No,4,Yes,0,May,No,350,Gen X
C0456,27,Female,Kolkata,Online,None,Rum Punch,Single,250,25-05-2025,1,250,Yes,5,No,0,May,No,250,Millennial
C0457,32,Male,Bangalore,Online,None,Cosmopolitan,12-Pack,400,04-01-2025,12,4800,Yes,3,No,0,Jan,Yes,400,Millennial
C0458,30,Male,Pune,Retail,Social Media,Mojito,4-Pack,350,22-04-2025,4,1400,Yes,3,Yes,28,Apr,No,350,Millennial
C0459,31,Male,Hyderabad,Online,None,Rum Punch,Single,250,31-03-2025,1,250,No,4,Yes,0,Mar,Yes,250,Millennial
C0460,22,Female,Hyderabad,Retail,Social Media,Mojito,4-Pack,350,05-02-2025,4,1400,No,4,No,0,Feb,No,350,Gen Z
C0461,22,Male,Ahmedabad,Online,None,Gin Fizz,4-Pack,350,30-05-2025,4,1400,No,3,Yes,0,May,Yes,350,Gen Z
C0462,32,Male,Pune,Online,None,Margarita,12-Pack,400,01-04-2025,12,4800,No,5,No,0,Apr,Yes,400,Millennial
C0463,33,Female,Pune,Retail,None,Rum Punch,Single,250,06-02-2025,1,250,Yes,4,Yes,10,Feb,No,250,Millennial
C0464,34,Female,Ahmedabad,Online,Social Media,Long Island,4-Pack,350,20-06-2025,8,2800,No,3,Yes,0,Jun,No,350,Millennial
C0465,42,Female,Pune,Retail,Email,Whisky Sour,Single,250,20-05-2025,1,250,No,5,No,0,May,Yes,250,Gen X
C0466,21,Female,Mumbai,Online,Social Media,Gin Fizz,4-Pack,350,25-01-2025,4,1400,Yes,5,No,0,Jan,No,350,Gen Z
C0467,25,Male,Delhi,Online,Social Media,Long Island,4-Pack,350,08-04-2025,4,1400,No,4,Yes,29,Apr,Yes,350,Gen Z
C0468,43,Female,Bangalore,Online,None,Long Island,12-Pack,400,19-06-2025,12,4800,Yes,3,No,0,Jun,No,400,Gen X
C0469,41,Male,Bangalore,Online,Social Media,Gin Fizz,4-Pack,350,29-12-2024,4,1400,Yes,3,No,0,Dec,Yes,350,Gen X
C0470,32,Male,Hyderabad,Retail,Email,Whisky Sour,4-Pack,350,19-02-2025,8,2800,No,5,No,0,Feb,Yes,350,Millennial
C0471,42,Male,Hyderabad,Online,Social Media,Margarita,4-Pack,350,02-02-2025,4,1400,Yes,4,Yes,0,Feb,Yes,350,Gen X
C0472,33,Male,Pune,Online,Social Media,Margarita,Single,250,04-03-2025,1,250,Yes,4,Yes,20,Mar,No,250,Millennial
C0473,31,Female,Mumbai,Online,Social Media,Rum Punch,4-Pack,350,30-12-2024,4,1400,Yes,4,No,0,Dec,No,350,Millennial
C0474,40,Female,Chennai,Retail,Social Media,Cosmopolitan,4-Pack,350,08-06-2025,4,1400,Yes,5,Yes,17,Jun,No,350,Gen X
C0475,34,Female,Mumbai,Retail,None,Rum Punch,12-Pack,400,09-02-2025,12,4800,Yes,5,No,0,Feb,No,400,Millennial
C0476,27,Female,Kolkata,Online,Social Media,Margarita,12-Pack,400,29-03-2025,12,4800,Yes,4,No,0,Mar,Yes,400,Millennial
C0477,42,Female,Ahmedabad,Online,Social Media,Whisky Sour,Single,250,21-02-2025,1,250,Yes,4,Yes,0,Feb,No,250,Gen X
C0478,33,Male,Kolkata,Online,None,Mojito,4-Pack,350,11-01-2025,4,1400,No,4,No,0,Jan,Yes,350,Millennial
C0479,43,Female,Ahmedabad,Online,Email,Cosmopolitan,Single,250,13-02-2025,1,250,Yes,3,Yes,22,Feb,Yes,250,Gen X
C0480,40,Female,Delhi,Online,Social Media,Rum Punch,4-Pack,350,20-02-2025,4,1400,No,4,Yes,0,Feb,Yes,350,Gen X
C0481,23,Female,Mumbai,Online,Social Media,Rum Punch,Single,250,11-03-2025,1,250,No,4,Yes,0,Mar,Yes,250,Gen Z
C0482,36,Male,Pune,Online,None,Mojito,Single,250,06-06-2025,1,250,No,4,Yes,22,Jun,No,250,Gen X
C0483,42,Male,Mumbai,Online,Email,Cosmopolitan,12-Pack,400,07-05-2025,12,4800,Yes,5,Yes,0,May,Yes,400,Gen X
C0484,26,Female,Chennai,Retail,None,Long Island,4-Pack,350,03-03-2025,4,1400,No,3,No,0,Mar,Yes,350,Millennial
C0485,32,Female,Ahmedabad,Retail,Social Media,Rum Punch,12-Pack,400,05-05-2025,12,4800,No,4,Yes,0,May,No,400,Millennial
C0486,41,Female,Chennai,Online,Social Media,Cosmopolitan,Single,250,07-01-2025,1,250,No,5,No,0,Jan,No,250,Gen X
C0487,31,Female,Chennai,Retail,Email,Gin Fizz,Single,250,31-03-2025,1,250,No,4,No,0,Mar,No,250,Millennial
C0488,43,Male,Bangalore,Online,Social Media,Gin Fizz,12-Pack,400,21-02-2025,12,4800,No,4,No,0,Feb,No,400,Gen X
C0489,33,Male,Delhi,Retail,None,Mojito,4-Pack,350,05-04-2025,4,1400,No,4,Yes,13,Apr,Yes,350,Millennial
C0490,23,Female,Delhi,Online,Social Media,Gin Fizz,Single,250,03-03-2025,1,250,Yes,4,Yes,25,Mar,Yes,250,Gen Z
C0491,43,Female,Pune,Online,Social Media,Gin Fizz,Single,250,25-03-2025,1,250,Yes,4,Yes,0,Mar,Yes,250,Gen X
C0492,34,Male,Ahmedabad,Retail,Social Media,Rum Punch,Single,250,28-05-2025,1,250,Yes,3,No,0,May,No,250,Millennial
C0493,21,Male,Mumbai,Online,Email,Gin Fizz,4-Pack,350,21-03-2025,4,1400,No,5,No,0,Mar,No,350,Gen Z
C0494,34,Female,Hyderabad,Online,Social Media,Margarita,12-Pack,400,05-03-2025,12,4800,No,3,No,0,Mar,No,400,Millennial
C0495,38,Male,Pune,Retail,Social Media,Gin Fizz,Single,250,12-04-2025,1,250,Yes,5,Yes,0,Apr,Yes,250,Gen X
C0496,34,Female,Ahmedabad,Retail,Social Media,Margarita,12-Pack,400,14-03-2025,12,4800,No,3,No,0,Mar,Yes,400,Millennial
C0497,40,Male,Bangalore,Online,Email,Mojito,4-Pack,350,26-03-2025,4,1400,No,5,Yes,24,Mar,Yes,350,Gen X
C0498,31,Male,Chennai,Retail,Social Media,Long Island,4-Pack,350,28-01-2025,8,2800,No,4,No,0,Jan,No,350,Millennial
C0499,42,Male,Bangalore,Online,Email,Mojito,Single,250,28-05-2025,1,250,No,4,Yes,0,May,No,250,Gen X
C0500,37,Female,Ahmedabad,Retail,None,Long Island,4-Pack,350,03-03-2025,4,1400,No,4,Yes,0,Mar,No,350,Gen X
C0501,23,Male,Pune,Online,Social Media,Whisky Sour,Single,250,15-03-2025,1,250,No,5,No,0,Mar,No,250,Gen Z
C0502,21,Female,Pune,Online,Social Media,Long Island,4-Pack,350,28-01-2025,4,1400,No,5,Yes,21,Jan,No,350,Gen Z
C0503,27,Female,Bangalore,Online,Email,Mojito,Single,250,21-04-2025,1,250,No,3,No,0,Apr,No,250,Millennial
C0504,40,Female,Bangalore,Retail,Social Media,Mojito,4-Pack,350,07-04-2025,4,1400,Yes,4,Yes,23,Apr,Yes,350,Gen X
C0505,42,Female,Ahmedabad,Online,Email,Margarita,4-Pack,350,27-02-2025,4,1400,Yes,4,Yes,0,Feb,Yes,350,Gen X
C0506,34,Male,Ahmedabad,Online,Social Media,Gin Fizz,4-Pack,350,20-06-2025,4,1400,Yes,5,Yes,30,Jun,Yes,350,Millennial
C0507,21,Female,Pune,Online,Social Media,Cosmopolitan,12-Pack,400,20-06-2025,12,4800,No,4,No,0,Jun,No,400,Gen Z
C0508,36,Male,Bangalore,Online,Social Media,Cosmopolitan,Single,250,17-06-2025,1,250,Yes,3,No,0,Jun,Yes,250,Gen X
C0509,33,Female,Pune,Online,Social Media,Cosmopolitan,4-Pack,350,21-06-2025,4,1400,Yes,3,No,0,Jun,Yes,350,Millennial
C0510,44,Female,Pune,Online,None,Mojito,Single,250,27-01-2025,1,250,No,4,No,0,Jan,No,250,Gen X
C0511,36,Male,Chennai,Online,Email,Rum Punch,4-Pack,350,25-06-2025,4,1400,No,5,No,0,Jun,Yes,350,Gen X
C0512,33,Male,Ahmedabad,Retail,Social Media,Mojito,12-Pack,400,19-03-2025,12,4800,Yes,5,Yes,9,Mar,Yes,400,Millennial
C0513,33,Female,Kolkata,Online,Social Media,Margarita,Single,250,26-04-2025,1,250,No,3,No,0,Apr,No,250,Millennial
C0514,43,Female,Bangalore,Retail,None,Cosmopolitan,Single,250,14-05-2025,1,250,No,4,No,0,May,Yes,250,Gen X
C0515,38,Female,Bangalore,Online,Social Media,Mojito,Single,250,22-06-2025,1,250,No,4,No,0,Jun,No,250,Gen X
C0516,23,Female,Delhi,Online,Social Media,Rum Punch,4-Pack,350,30-01-2025,4,1400,Yes,4,Yes,0,Jan,No,350,Gen Z
C0517,44,Female,Pune,Retail,Email,Mojito,Single,250,22-02-2025,1,250,No,3,No,0,Feb,No,250,Gen X
C0518,39,Female,Ahmedabad,Retail,None,Rum Punch,Single,250,28-01-2025,1,250,No,3,No,0,Jan,No,250,Gen X
C0519,37,Male,Delhi,Online,None,Gin Fizz,12-Pack,400,26-04-2025,12,4800,Yes,4,No,0,Apr,No,400,Gen X
C0520,43,Female,Chennai,Online,Email,Margarita,4-Pack,350,10-05-2025,4,1400,Yes,5,No,0,May,Yes,350,Gen X
C0521,36,Female,Ahmedabad,Online,Email,Long Island,4-Pack,350,30-04-2025,4,1400,No,4,No,0,Apr,Yes,350,Gen X
C0522,21,Male,Delhi,Online,Social Media,Mojito,4-Pack,350,18-03-2025,4,1400,No,4,No,0,Mar,No,350,Gen Z
C0523,36,Male,Hyderabad,Retail,Social Media,Long Island,Single,250,18-03-2025,1,250,No,4,Yes,10,Mar,No,250,Gen X
C0524,37,Male,Hyderabad,Online,None,Margarita,12-Pack,400,19-01-2025,12,4800,Yes,5,No,0,Jan,No,400,Gen X
C0525,37,Male,Bangalore,Online,Social Media,Long Island,4-Pack,350,07-04-2025,4,1400,Yes,3,No,0,Apr,No,350,Gen X
C0526,43,Male,Hyderabad,Online,Social Media,Gin Fizz,12-Pack,400,21-03-2025,12,4800,No,4,Yes,26,Mar,Yes,400,Gen X
C0527,22,Male,Chennai,Online,Social Media,Rum Punch,Single,250,05-04-2025,1,250,No,4,No,0,Apr,No,250,Gen Z
C0528,26,Female,Delhi,Online,Social Media,Margarita,4-Pack,350,14-03-2025,4,1400,No,4,Yes,0,Mar,Yes,350,Millennial
C0529,36,Female,Ahmedabad,Retail,Email,Margarita,Single,250,01-06-2025,1,250,Yes,3,No,0,Jun,No,250,Gen X
C0530,26,Male,Hyderabad,Online,None,Gin Fizz,Single,250,12-03-2025,1,250,Yes,4,Yes,15,Mar,No,250,Millennial
C0531,22,Female,Hyderabad,Online,None,Rum Punch,12-Pack,400,17-01-2025,12,4800,Yes,3,Yes,24,Jan,No,400,Gen Z
C0532,21,Female,Ahmedabad,Retail,Social Media,Cosmopolitan,Single,250,11-05-2025,1,250,Yes,5,No,0,May,Yes,250,Gen Z
C0533,43,Female,Kolkata,Online,None,Margarita,Single,250,09-03-2025,1,250,Yes,3,Yes,0,Mar,No,250,Gen X
C0534,33,Male,Pune,Retail,Email,Mojito,12-Pack,400,25-02-2025,24,9600,No,4,Yes,0,Feb,Yes,400,Millennial
C0535,27,Female,Mumbai,Online,None,Long Island,4-Pack,350,09-03-2025,4,1400,No,5,No,0,Mar,Yes,350,Millennial
C0536,41,Male,Hyderabad,Online,None,Gin Fizz,Single,250,01-06-2025,1,250,No,3,Yes,0,Jun,Yes,250,Gen X
C0537,28,Male,Pune,Online,Social Media,Gin Fizz,Single,250,22-01-2025,1,250,Yes,3,No,0,Jan,Yes,250,Millennial
C0538,23,Male,Mumbai,Online,Social Media,Rum Punch,12-Pack,400,20-05-2025,12,4800,No,4,No,0,May,Yes,400,Gen Z
C0539,38,Female,Delhi,Online,Social Media,Margarita,Single,250,28-04-2025,1,250,Yes,5,Yes,30,Apr,Yes,250,Gen X
C0540,32,Female,Mumbai,Online,Email,Long Island,Single,250,23-04-2025,1,250,No,3,Yes,7,Apr,No,250,Millennial
C0541,36,Male,Pune,Online,None,Gin Fizz,Single,250,22-04-2025,1,250,No,5,No,0,Apr,No,250,Gen X
C0542,43,Male,Pune,Retail,Email,Margarita,4-Pack,350,09-02-2025,8,2800,No,5,Yes,0,Feb,Yes,350,Gen X
C0543,37,Male,Bangalore,Online,Email,Rum Punch,4-Pack,350,05-04-2025,4,1400,Yes,4,Yes,0,Apr,No,350,Gen X
C0544,43,Female,Bangalore,Retail,Social Media,Long Island,Single,250,21-02-2025,1,250,No,5,No,0,Feb,No,250,Gen X
C0545,25,Male,Chennai,Online,Email,Long Island,Single,250,01-01-2025,1,250,No,4,No,0,Jan,Yes,250,Gen Z
C0546,35,Female,Bangalore,Retail,Email,Long Island,4-Pack,350,31-12-2024,4,1400,No,5,No,0,Dec,No,350,Millennial
C0547,29,Male,Mumbai,Online,Social Media,Rum Punch,4-Pack,350,29-05-2025,4,1400,Yes,4,No,0,May,Yes,350,Millennial
C0548,37,Female,Chennai,Online,None,Rum Punch,4-Pack,350,01-04-2025,4,1400,No,4,Yes,0,Apr,No,350,Gen X
C0549,38,Female,Hyderabad,Online,Social Media,Gin Fizz,4-Pack,350,13-03-2025,4,1400,Yes,4,Yes,7,Mar,Yes,350,Gen X
C0550,25,Male,Ahmedabad,Online,Social Media,Margarita,Single,250,16-05-2025,1,250,No,4,Yes,30,May,No,250,Gen Z
C0551,44,Female,Kolkata,Online,None,Margarita,Single,250,28-01-2025,1,250,No,4,No,0,Jan,No,250,Gen X
C0552,43,Female,Pune,Online,Social Media,Cosmopolitan,12-Pack,400,23-04-2025,12,4800,Yes,4,Yes,20,Apr,Yes,400,Gen X
C0553,24,Male,Pune,Retail,Email,Mojito,4-Pack,350,15-03-2025,8,2800,Yes,4,Yes,11,Mar,No,350,Gen Z
C0554,40,Male,Hyderabad,Online,Email,Long Island,Single,250,14-06-2025,1,250,No,5,Yes,0,Jun,No,250,Gen X
C0555,32,Female,Mumbai,Retail,None,Rum Punch,Single,250,19-02-2025,1,250,No,5,Yes,0,Feb,No,250,Millennial
C0556,27,Male,Chennai,Online,Email,Gin Fizz,Single,250,11-03-2025,1,250,No,4,Yes,0,Mar,Yes,250,Millennial
C0557,28,Female,Chennai,Retail,Social Media,Long Island,4-Pack,350,31-01-2025,4,1400,No,4,Yes,13,Jan,No,350,Millennial
C0558,33,Female,Pune,Online,Social Media,Cosmopolitan,4-Pack,350,27-03-2025,4,1400,No,5,Yes,18,Mar,No,350,Millennial
C0559,44,Female,Ahmedabad,Retail,Email,Rum Punch,4-Pack,350,23-04-2025,4,1400,Yes,3,No,0,Apr,Yes,350,Gen X
C0560,37,Female,Delhi,Retail,Email,Rum Punch,Single,250,11-01-2025,1,250,No,4,No,0,Jan,No,250,Gen X
C0561,24,Male,Pune,Online,Social Media,Whisky Sour,12-Pack,400,18-02-2025,12,4800,No,3,Yes,26,Feb,No,400,Gen Z
C0562,41,Female,Mumbai,Online,Social Media,Rum Punch,12-Pack,400,02-03-2025,12,4800,No,3,No,0,Mar,No,400,Gen X
C0563,31,Male,Hyderabad,Online,None,Mojito,4-Pack,350,03-01-2025,4,1400,Yes,3,Yes,0,Jan,Yes,350,Millennial
C0564,31,Female,Bangalore,Retail,None,Gin Fizz,4-Pack,350,03-01-2025,4,1400,Yes,4,Yes,0,Jan,No,350,Millennial
C0565,30,Female,Kolkata,Retail,Social Media,Long Island,Single,250,28-12-2024,1,250,No,4,No,0,Dec,Yes,250,Millennial
C0566,30,Female,Kolkata,Retail,None,Whisky Sour,4-Pack,350,08-04-2025,4,1400,Yes,5,Yes,25,Apr,No,350,Millennial
C0567,32,Female,Delhi,Online,Email,Rum Punch,Single,250,23-01-2025,1,250,No,3,No,0,Jan,Yes,250,Millennial
C0568,30,Female,Hyderabad,Online,Email,Rum Punch,4-Pack,350,23-03-2025,4,1400,No,4,No,0,Mar,No,350,Millennial
C0569,27,Male,Pune,Online,Email,Rum Punch,12-Pack,400,21-03-2025,24,9600,Yes,5,Yes,12,Mar,No,400,Millennial
C0570,26,Male,Mumbai,Online,Social Media,Mojito,12-Pack,400,03-05-2025,12,4800,No,4,Yes,0,May,No,400,Millennial
C0571,40,Female,Pune,Retail,Social Media,Rum Punch,Single,250,30-05-2025,1,250,No,5,Yes,17,May,Yes,250,Gen X
C0572,40,Female,Kolkata,Online,Social Media,Mojito,4-Pack,350,07-02-2025,4,1400,No,4,Yes,0,Feb,No,350,Gen X
C0573,39,Male,Pune,Online,Email,Margarita,Single,250,29-04-2025,1,250,Yes,3,No,0,Apr,Yes,250,Gen X
C0574,40,Female,Bangalore,Retail,None,Mojito,4-Pack,350,17-05-2025,4,1400,Yes,4,No,0,May,No,350,Gen X
C0575,39,Female,Ahmedabad,Online,Social Media,Whisky Sour,Single,250,07-02-2025,1,250,Yes,4,Yes,24,Feb,No,250,Gen X
C0576,42,Male,Pune,Online,Social Media,Mojito,12-Pack,400,29-01-2025,12,4800,No,3,Yes,24,Jan,No,400,Gen X
C0577,32,Female,Ahmedabad,Online,Email,Rum Punch,12-Pack,400,11-06-2025,12,4800,Yes,4,No,0,Jun,No,400,Millennial
C0578,25,Male,Bangalore,Online,Social Media,Cosmopolitan,4-Pack,350,09-05-2025,4,1400,Yes,5,Yes,0,May,No,350,Gen Z
C0579,23,Female,Delhi,Online,Social Media,Margarita,4-Pack,350,17-01-2025,4,1400,Yes,4,Yes,0,Jan,Yes,350,Gen Z
C0580,37,Male,Ahmedabad,Retail,Social Media,Cosmopolitan,Single,250,25-04-2025,1,250,Yes,5,Yes,22,Apr,Yes,250,Gen X
C0581,32,Female,Kolkata,Online,None,Long Island,12-Pack,400,26-04-2025,12,4800,No,5,Yes,30,Apr,Yes,400,Millennial
C0582,34,Male,Delhi,Online,Social Media,Long Island,4-Pack,350,11-02-2025,4,1400,Yes,4,No,0,Feb,Yes,350,Millennial
C0583,29,Male,Pune,Retail,None,Margarita,Single,250,22-01-2025,1,250,No,5,Yes,0,Jan,Yes,250,Millennial
